Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.5,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.5,LDM-2.8,LDM-3.0,LDM-3.2,LDM-3.5,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.5,LDM-4.8,LDM-5.0,LDM-5.2,LDM-5.5,LDM-5.6,LDM-6.0,LDM-6.4,LDM-6.5,LDM-6.8,LDM-7.0,LDM-7.2,LDM-7.5,LDM-7.6,LDM-8.0,LDM-8.4,LDM-8.5,LDM-8.8,LDM-9.0,LDM-9.2,LDM-9.5,LDM-9.6,LDM-10.0
NL,DE,90,Export,"€75,84","€111,03","€172,80","€207,63","€309,75","€294,20","€362,18","€430,16","€498,14","€566,12","€608,99","€662,76","€696,37","€732,67","€783,75","€802,58","€871,14","€906,09","€922,22","€958,52","€974,65","€992,13","€1.028,43","€1.045,91","€1.079,51","€1.114,47","€1.133,29","€1.168,23","€1.183,03","€1.200,51","€1.222,01","€1.238,14","€1.271,75","€1.305,37","€1.324,18","€1.359,13","€1.376,61","€1.394,09","€1.429,04","€1.446,52","€1.480,12"
NL,DE,91,Export,"€75,84","€111,03","€172,80","€207,63","€309,75","€294,20","€362,18","€430,16","€498,14","€566,12","€608,99","€662,76","€696,37","€732,67","€783,75","€802,58","€871,14","€906,09","€922,22","€958,52","€974,65","€992,13","€1.028,43","€1.045,91","€1.079,51","€1.114,47","€1.133,29","€1.168,23","€1.183,03","€1.200,51","€1.222,01","€1.238,14","€1.271,75","€1.305,37","€1.324,18","€1.359,13","€1.376,61","€1.394,09","€1.429,04","€1.446,52","€1.480,12"
NL,DE,92,Export,"€75,84","€111,03","€172,80","€207,63","€309,75","€294,20","€362,18","€430,16","€498,14","€566,12","€608,99","€662,76","€696,37","€732,67","€783,75","€802,58","€871,14","€906,09","€922,22","€958,52","€974,65","€992,13","€1.028,43","€1.045,91","€1.079,51","€1.114,47","€1.133,29","€1.168,23","€1.183,03","€1.200,51","€1.222,01","€1.238,14","€1.271,75","€1.305,37","€1.324,18","€1.359,13","€1.376,61","€1.394,09","€1.429,04","€1.446,52","€1.480,12"
NL,DE,93,Export,"€80,08","€120,15","€190,12","€225,34","€341,95","€319,97","€395,46","€452,96","€506,44","€559,93","€613,41","€666,90","€720,39","€771,65","€826,77","€844,25","€916,85","€955,83","€973,31","€1.009,61","€1.028,43","€1.047,25","€1.083,54","€1.101,02","€1.138,66","€1.174,96","€1.193,79","€1.230,08","€1.248,90","€1.267,72","€1.283,85","€1.302,67","€1.340,32","€1.376,61","€1.395,43","€1.433,08","€1.450,55","€1.468,03","€1.505,67","€1.524,49","€1.560,79"
NL,DE,94,Export,"€80,08","€120,15","€190,12","€225,34","€341,95","€319,97","€395,46","€452,96","€506,44","€559,93","€613,41","€666,90","€720,39","€771,65","€826,77","€844,25","€916,85","€955,83","€973,31","€1.009,61","€1.028,43","€1.047,25","€1.083,54","€1.101,02","€1.138,66","€1.174,96","€1.193,79","€1.230,08","€1.248,90","€1.267,72","€1.283,85","€1.302,67","€1.340,32","€1.376,61","€1.395,43","€1.433,08","€1.450,55","€1.468,03","€1.505,67","€1.524,49","€1.560,79"
NL,DE,95,Export,"€75,84","€111,03","€172,80","€207,63","€309,75","€294,20","€362,18","€430,16","€498,14","€566,12","€608,99","€662,76","€696,37","€732,67","€783,75","€802,58","€871,14","€906,09","€922,22","€958,52","€974,65","€992,13","€1.028,43","€1.045,91","€1.079,51","€1.114,47","€1.133,29","€1.168,23","€1.183,03","€1.200,51","€1.222,01","€1.238,14","€1.271,75","€1.305,37","€1.324,18","€1.359,13","€1.376,61","€1.394,09","€1.429,04","€1.446,52","€1.480,12"
NL,DE,96,Export,"€74,99","€109,60","€169,08","€204,37","€301,01","€288,42","€354,39","€405,99","€463,80","€492,03","€505,47","€549,84","€578,07","€607,65","€649,32","€666,80","€721,91","€752,84","€764,93","€794,51","€809,30","€824,08","€853,66","€865,76","€895,33","€926,26","€939,70","€967,93","€982,72","€996,16","€1.012,30","€1.027,08","€1.055,32","€1.084,89","€1.098,34","€1.127,91","€1.142,69","€1.156,14","€1.185,71","€1.199,16","€1.228,73"
NL,DE,58,Export,"€67,78","€93,41","€139,32","€172,83","€186,78","€194,87","€202,95","€211,04","€219,13","€233,92","€239,29","€262,15","€275,59","€289,03","€309,20","€315,92","€344,15","€358,94","€364,32","€377,76","€385,83","€392,55","€407,34","€412,71","€424,82","€440,95","€446,32","€462,45","€467,84","€474,56","€481,28","€487,99","€500,10","€514,88","€521,60","€537,74","€544,46","€549,84","€564,63","€570,00","€583,44"
NL,DE,59,Export,"€67,78","€93,41","€139,32","€172,83","€186,78","€194,87","€202,95","€211,04","€219,13","€233,92","€239,29","€262,15","€275,59","€289,03","€309,20","€315,92","€344,15","€358,94","€364,32","€377,76","€385,83","€392,55","€407,34","€412,71","€424,82","€440,95","€446,32","€462,45","€467,84","€474,56","€481,28","€487,99","€500,10","€514,88","€521,60","€537,74","€544,46","€549,84","€564,63","€570,00","€583,44"
NL,DE,97,Export,"€73,41","€105,46","€162,03","€196,40","€287,62","€279,03","€342,41","€369,69","€420,78","€447,67","€463,80","€500,10","€526,99","€555,22","€594,20","€607,65","€661,42","€685,61","€700,41","€725,95","€739,39","€754,18","€779,73","€790,47","€817,36","€844,25","€857,70","€884,58","€899,37","€910,12","€926,26","€937,01","€963,90","€989,44","€1.002,89","€1.031,11","€1.043,21","€1.056,65","€1.083,54","€1.095,64","€1.122,53"
